local_timezone,timestamp,device_id,screen_status,local_date_time,local_date,local_time,local_hour,local_minute,assigned_segments
Europe/Berlin,1759312806646,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 12:00:06,2025-10-01,12:00:06,12,0,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759312806790,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 12:00:06,2025-10-01,12:00:06,12,0,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759314539034,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 12:28:59,2025-10-01,12:28:59,12,28,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759314548960,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 12:29:08,2025-10-01,12:29:08,12,29,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759315302313,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 12:41:42,2025-10-01,12:41:42,12,41,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759315945446,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 12:52:25,2025-10-01,12:52:25,12,52,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759315949271,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 12:52:29,2025-10-01,12:52:29,12,52,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759316064238,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 12:54:24,2025-10-01,12:54:24,12,54,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759316064250,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,2,2025-10-01 12:54:24,2025-10-01,12:54:24,12,54,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759316527383,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 13:02:07,2025-10-01,13:02:07,13,2,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759316529621,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,3,2025-10-01 13:02:09,2025-10-01,13:02:09,13,2,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759317722327,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,0,2025-10-01 13:22:02,2025-10-01,13:22:02,13,22,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
Europe/Berlin,1759317816542,0adab909-eb8f-4baf-9eed-7a4cc889cb7c,1,2025-10-01 13:23:36,2025-10-01,13:23:36,13,23,"[daily_RR0SS#2025-10-01 00:00:00,2025-10-01 23:59:59;1759269600000,1759355999999]"
