"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp","timestamp"
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241445735,1759241505734,1759241505734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241505735,1759241565734,1759241505735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241505735,1759241565734,1759241565734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241565735,1759241625734,1759241565735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241565735,1759241625734,1759241625734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241625735,1759241685734,1759241625735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241625735,1759241685734,1759241685734
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241685735,1759241711678,1759241685735
10,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759241685735,1759241711678,1759241711678
13,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242399847,1759242412892,1759242399847
13,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242399847,1759242412892,1759242412892
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242530258,1759242590257,1759242530258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242530258,1759242590257,1759242590257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242590258,1759242650257,1759242590258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242590258,1759242650257,1759242650257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242650258,1759242710257,1759242650258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242650258,1759242710257,1759242710257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242710258,1759242770257,1759242710258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242710258,1759242770257,1759242770257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242770258,1759242830257,1759242770258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242770258,1759242830257,1759242830257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242830258,1759242890257,1759242830258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242830258,1759242890257,1759242890257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242890258,1759242950257,1759242890258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242890258,1759242950257,1759242950257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242950258,1759243010257,1759242950258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759242950258,1759243010257,1759243010257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243010258,1759243070257,1759243010258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243010258,1759243070257,1759243070257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243070258,1759243130257,1759243070258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243070258,1759243130257,1759243130257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243130258,1759243190257,1759243130258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243130258,1759243190257,1759243190257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243190258,1759243250257,1759243190258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243190258,1759243250257,1759243250257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243250258,1759243310257,1759243250258
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243250258,1759243310257,1759243310257
18,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759243310258,1759243370257,1759243310258
