"episode_id","episode","device_id","screen_sequence","start_timestamp","end_timestamp"
647,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759826958660,1759827409707
650,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759827426629,1759828126403
653,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759828186599,1759828197102
656,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759828431485,1759828540294
659,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759828620159,1759828652549
662,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759828878349,1759829368800
665,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759829382531,1759829786189
672,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759831025146,1759833533133
675,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759835261221,1759839143898
678,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759839395330,1759840729762
681,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759841548685,1759842311236
684,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759843818172,1759844435548
689,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759844937348,1759845432870
692,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759845925798,1759846608967
695,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759847566381,1759847999093
698,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759848856021,1759848922629
707,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759849786788,1759849834298
710,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759850636495,1759850931589
713,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759855280699,1759855520993
716,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759855898559,1759856839482
719,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759857148106,1759858507545
722,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759859217232,1759860363743
725,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759861573124,1759863206887
728,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759863281323,1759866105371
731,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759866123227,1759869959942
740,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759913952484,1759917405985
745,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759917495527,1759917621249
752,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759921657355,1759922286106
755,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759922712928,1759922782091
758,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759924310091,1759924978660
761,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759926654001,1759928050389
766,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759929444402,1759930047336
769,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759930836490,1759932120790
772,"unlock","0adab909-eb8f-4baf-9eed-7a4cc889cb7c","3, 0",1759933727114,1759933731569
